id,is_appartment,area,added_time,bedrooms,new_building,postcode,advertiser,foto_amount,subtype,energy_value,energy_label,province
tr14448,False,249.0,141603665,4.0,0,8511,Resida Vastgoed,19.0,Woning,377.0,d,West-Vlaanderen
tr9613,True,95.9,134118824,2.0,0,2000,Makelaarskantoor De Meester,6.0,Appartement,166.0,d,Antwerpen
tr12499,False,83.0,134526518,3.0,0,8420,Factum Vastgoed,28.0,Eengezinswoning,333.0,d,West-Vlaanderen
tr10874,False,124.0,135998108,3.0,0,7033,Horizon,15.0,Woning,332.0,d,Henegouwen
tr19787,False,233.0,131081944,3.0,0,9420,NB-Projects,3.0,Woning,339.0,d,Oost-Vlaanderen
tr13823,False,181.0,140860244,3.0,0,9230,Altro Wetteren,13.0,Woning,420.0,e,Oost-Vlaanderen
tr17402,False,154.0,138145268,3.0,0,1472,Cathy BARRANCO,25.0,Woning,496.0,f,Waals-Brabant
tr22234,False,172.0,141903231,3.0,0,9000,Unknown,7.0,Burgerswoning,184.0,b,Oost-Vlaanderen
tr25802,False,218.0,136023481,4.0,0,4100,Group Skyimmo,30.0,Gemengd gebruik,507.0,f,Luik
tr11079,False,160.0,135219307,3.0,0,3300,Co immo Glabbeek,47.0,Woning,300.0,c,Vlaams-Brabant
tr20981,False,98.0,136389106,2.0,0,1020,Immo BPC,30.0,Gemengd gebruik,317.0,d,Hoofdstedelijk Gewest Brussel
tr24679,True,160.0,133424771,2.0,0,2500,IMMO BOUWEN Lier,21.0,Penthouse,186.0,b,Antwerpen
tr24804,False,200.0,135760911,2.0,0,3220,Horse Immo,14.0,Hoeve,812.0,f,Vlaams-Brabant
tr16646,False,105.0,94098171,0.0,0,9060,ERA Ryckaert (Zelzate),18.0,Woning,1310.0,f,Oost-Vlaanderen
tr21369,False,116.0,134290061,2.0,0,4683,Agence Immobiliere Vanesse,29.0,Woning,204.0,c,Luik
tr7,False,170.0,133990691,2.0,0,9900,Immo Yves,24.0,Woning,346.0,d,Oost-Vlaanderen
tr5349,True,131.0,138150691,3.0,0,2018,JANSSEN EN JANSSEN Brasschaat,12.0,Duplex,384.0,d,Antwerpen
tr1259,True,130.0,113977501,3.0,0,9700,Revive,8.0,Appartement,65.0,a,Oost-Vlaanderen
tr15160,False,154.0,141961150,3.0,0,8691,Bouwonderneming Catteeu,23.0,Eengezinswoning,426.0,e,West-Vlaanderen
tr3970,False,237.0,131485467,4.0,0,3770,Hillewaere Hasselt,21.0,Woning,650.0,f,Limburg
tr23240,True,89.0,139590522,2.0,0,9880,Immostad,17.0,Appartement,92.0,a,Oost-Vlaanderen
tr2096,False,150.0,138512124,3.0,1,9870,C-Nest Groep,18.0,Woning,65.0,a,Oost-Vlaanderen
tr292,True,84.0,141807752,2.0,0,2627,Arcasa,8.0,Appartement,246.0,c,Antwerpen
tr13360,False,203.0,140685970,4.0,0,8940,ERA @t Home (Geluwe),22.0,Woning,350.0,d,West-Vlaanderen
tr20605,False,185.0,143098100,4.0,1,3740,Ellimmo Vastgoed,26.0,Villa,65.0,a,Limburg
tr16128,True,82.0,129274362,2.0,1,9800,Immo Da Vinci Gent,10.0,Appartement,1.0,a,Oost-Vlaanderen
tr17570,True,95.0,138524909,2.0,0,1200,Latour & Petit Bxl Vente,13.0,Appartement,125.0,c,Hoofdstedelijk Gewest Brussel
tr18168,False,162.0,142121164,3.0,0,8560,M VASTGOED - HEULE,21.0,Woning,198.0,b,West-Vlaanderen
tr18065,False,152.0,140164585,2.0,0,1700,Living Stone Dilbeek,31.0,Gemengd gebruik,449.0,e,Vlaams-Brabant
tr4249,True,121.0,139476892,2.0,0,2000,LISTED,15.0,Appartement,162.0,b,Antwerpen
tr25985,False,80.0,130059700,2.0,0,7780,GuiHome Immobilier,10.0,Eengezinswoning,274.0,d,Henegouwen
tr21612,False,153.0,115814272,3.0,0,7170,L'ETUDE DES PROPRIETAIRES,17.0,Woning,413.0,e,Henegouwen
tr15740,True,106.85,141805949,2.0,1,3740,SOM Vastgoed Hasselt,14.0,Appartement,65.0,a,Limburg
tr21156,False,143.4,133324265,3.0,1,3740,Vestio,3.0,Woning,65.0,a,Limburg
tr9033,True,113.0,139560529,2.0,1,1180,Latour & Petit Bxl Vente,12.0,Appartement,45.0,a,Hoofdstedelijk Gewest Brussel
tr21260,False,148.0,142501229,4.0,0,6987,ARDENNE IMMO,63.0,Woning,148.0,b,Luxemburg
tr13919,False,275.0,107327554,5.0,0,2960,Bouwwerken Ressimmo nv,3.0,Woning,339.0,d,Antwerpen
tr20507,True,90.0,135998683,2.0,0,2020,Dewaele - Hoboken,13.0,Appartement,181.0,b,Antwerpen
tr14390,False,155.39,135902661,3.0,0,3770,Immo Janssen-Marres,21.0,Eengezinswoning,569.0,f,Limburg
tr6693,True,78.0,142573747,2.0,0,2300,Heylen Vastgoed - Turnhout,18.0,Appartement,111.0,b,Antwerpen
tr22306,False,208.0,141261388,3.0,0,9800,ERA Wonen (Gent),24.0,Woning,1314.0,f,Oost-Vlaanderen
tr8144,False,244.0,132687351,3.0,0,9820,oximo,24.0,Woning,157.0,b,Oost-Vlaanderen
tr21885,True,63.0,141805905,1.0,0,1000,Living Stone Brussel,16.0,Appartement,192.0,d,Hoofdstedelijk Gewest Brussel
tr16576,False,169.0,138269714,3.0,1,8380,C-Nest Groep,18.0,Woning,65.0,a,West-Vlaanderen
tr21470,False,205.0,142144197,3.0,0,8530,NB-Projects,3.0,Woning,339.0,d,West-Vlaanderen
tr25645,False,210.0,134121971,2.0,0,3290,De Woonmakers,18.0,Woning,339.0,d,Vlaams-Brabant
tr14266,False,157.0,143042610,3.0,0,1082,Immo BPC,36.0,Woning,339.0,d,Hoofdstedelijk Gewest Brussel
tr15234,False,132.28,135308034,2.0,0,6150,Les Maisons Ferrian,21.0,Villa,240.0,c,Henegouwen
tr14741,True,42.0,143023887,0.0,0,8430,Agence Depoorter,15.0,Studio met slaaphoek,153.0,b,West-Vlaanderen
tr14884,True,100.0,142677760,2.0,0,1150,Immobilière Schmidt,6.0,Appartement,196.0,d,Hoofdstedelijk Gewest Brussel
tr17188,True,82.0,137125143,2.0,1,9800,Landbergh ,18.0,Appartement,0.0,a,Oost-Vlaanderen
tr26439,False,160.0,141191997,3.0,0,2910,Heylen Vastgoed - Kalmthout,25.0,Eengezinswoning,16.0,a,Antwerpen
tr6678,True,101.0,118473065,2.0,1,2800,Altro Projects,7.0,Appartement,65.0,a,Antwerpen
tr13082,False,311.0,130638183,3.0,0,2620,Immo Vivo,28.0,Woning,367.0,d,Antwerpen
tr20486,False,319.0,141192164,4.0,0,9890,VDS vastgoed,37.0,Woning,1104.0,f,Oost-Vlaanderen
tr6371,True,125.0,123919144,2.0,0,2320,Aertsen Makelaars,28.0,Appartement,210.0,c,Antwerpen
tr25838,True,153.0,132376293,3.0,0,2060,Access Estate | Gent,11.0,Duplex,177.0,b,Antwerpen
tr8569,False,134.0,141946641,3.0,0,8800,Hectaar NV,9.0,Woning,65.0,a,West-Vlaanderen
tr16845,False,157.0,138784383,3.0,0,9860,Unicas,9.0,Uitzonderlijke woning,65.0,a,Oost-Vlaanderen
tr4044,False,205.0,139129174,5.0,0,3800,N3 VASTGOED,30.0,Eengezinswoning,262.0,c,Limburg
tr2382,True,88.0,118031781,2.0,0,3400,Geert Pierco Vastgoed,15.0,Appartement,353.0,d,Vlaams-Brabant
tr25834,True,160.0,132815798,3.0,0,1140,Homade srl,18.0,Duplex,153.0,d,Hoofdstedelijk Gewest Brussel
tr19130,False,180.0,138836264,0.0,0,9770,Lannimmo bvba,27.0,Woning,654.0,f,Oost-Vlaanderen
tr3896,False,97.0,137832021,3.0,0,8930,Leonards Immobiliën,9.0,Woning,431.0,e,West-Vlaanderen
tr24305,False,120.0,141465661,2.0,0,1800,Colorcasa,48.0,Eengezinswoning,344.0,d,Vlaams-Brabant
tr10979,True,88.0,141829173,2.0,0,8900,Dewaele - Ieper,16.0,Appartement,106.0,b,West-Vlaanderen
tr26028,False,186.0,86844793,3.0,0,9630,Vastgoed Browaeys,3.0,Villa,240.0,c,Oost-Vlaanderen
tr18102,False,239.0,132201377,3.0,0,7970,Yelo Immo,27.0,Woning,339.0,d,Henegouwen
tr9444,False,185.0,33963973,4.0,1,3220,Deveux & Vanerum,5.0,Hoekwoning,65.0,a,Vlaams-Brabant
tr17182,False,100.0,138945449,0.0,0,3680,Johan Telen Vastgoed,33.0,Woning,364.0,d,Limburg
tr125,False,250.0,137822411,3.0,0,8301,RH Vastgoed,20.0,Woning,643.0,f,West-Vlaanderen
tr1409,True,96.4,119778155,2.0,1,5100,Immobilière Hendrix Wavre,11.0,Appartement,65.0,a,Namen
tr18953,False,321.0,138035947,5.0,0,8720,ERA Lafaut (Tielt),29.0,Eengezinswoning,853.0,f,West-Vlaanderen
tr19140,False,154.0,140605979,3.0,0,1850,VMV Vastgoed,14.0,Woning,134.0,b,Vlaams-Brabant
tr16798,True,74.0,142574233,2.0,0,8310,Agence Van den Abeele,13.0,Appartement,319.0,d,West-Vlaanderen
tr25124,False,148.0,137149188,3.0,0,7800,Bille Immobilier,17.0,Woning,190.0,c,Henegouwen
tr14102,False,126.45,139995010,3.0,0,3840,Empresa Consult Vastgoed,31.0,Woning,480.0,e,Limburg
tr17904,False,240.0,124010117,8.0,0,6060,L'ETUDE DES PROPRIETAIRES,20.0,Woning,212.0,c,Henegouwen
tr25169,True,103.0,120766169,2.0,0,3630,Immofusion Maasland,20.0,Appartement,150.0,b,Limburg
tr24351,False,270.0,141526504,3.0,0,2350,Dewaele - Wuustwezel,32.0,Woning,89.0,a,Antwerpen
tr13784,True,108.85,141178635,2.0,1,9500,KDC Invest & Development (juist),4.0,Appartement,65.0,a,Oost-Vlaanderen
tr16173,False,348.0,143068228,2.0,0,3080,Stefan VANGOETSENHOVEN,33.0,Woning,324.0,d,Vlaams-Brabant
tr1772,False,135.0,138402711,3.0,1,3800,Splendid,14.0,Woning,0.0,a,Limburg
tr26955,False,673.0,137316971,16.0,0,5500,Nigel Immo,31.0,Uitzonderlijke woning,888.0,g,Namen
tr8868,True,145.0,142545305,2.0,0,2900,EST8 Vastgoed,17.0,Appartement,261.0,c,Antwerpen
tr15339,False,142.0,143019632,4.0,0,4020,Agence Immobiliere Vanesse,28.0,Woning,371.0,e,Luik
tr1247,False,120.0,128214993,2.0,0,7340,Logissim,13.0,Eengezinswoning,243.0,c,Henegouwen
tr6286,True,100.0,142136566,0.0,0,2050,S3E-immo,30.0,Appartement,60.0,a,Antwerpen
tr8431,True,154.0,138788083,3.0,1,8620,Groep Schollier,11.0,Duplex,65.0,a,West-Vlaanderen
tr20599,False,101.0,142120259,2.0,0,8800,Fluo BVBA,11.0,Woning,1000.0,f,West-Vlaanderen
tr21914,True,130.0,136063310,3.0,0,2530,Immo Patio,11.0,Appartement,274.0,c,Antwerpen
tr15053,False,310.0,142158940,4.0,0,3530,Immo Noble,33.0,Villa,181.0,b,Limburg
tr26555,True,74.0,139101543,1.0,1,8670,ERA Servimo (Koksijde),6.0,Appartement,65.0,a,West-Vlaanderen
tr904,True,116.82,135417252,2.0,0,2230,Jansen Real Estate,20.0,Appartement,166.0,d,Antwerpen
tr4424,False,124.0,140053698,3.0,1,8500,Zabra Real Estate,6.0,Woning,65.0,a,West-Vlaanderen
tr2262,False,110.0,121489886,3.0,1,3700,Skilpod,7.0,Woning,65.0,a,Limburg
tr3781,False,125.0,134797812,3.0,0,3290,Lissens,23.0,Woning,499.0,e,Vlaams-Brabant
tr2814,False,165.0,142498418,2.0,0,3500,IMMO LIMBURGS VASTGOED,35.0,Woning,339.0,d,Limburg
tr2689,False,285.0,139651103,4.0,0,3941,Your Real Estate_5792 Domestic makelaars Beerse,31.0,Eengezinswoning,194.0,b,Limburg
tr9712,True,118.0,129794902,3.0,0,2600,Invast,11.0,Appartement,244.0,c,Antwerpen
tr7492,True,93.0,140190685,2.0,0,2100,Immo Dyck,16.0,Appartement,98.0,a,Antwerpen
tr9914,False,65.0,134792994,1.0,0,8000,Agence Coucke,10.0,Woning,363.0,d,West-Vlaanderen
tr16859,True,104.49,126056761,0.0,1,7030,Bureau Immobilier Montois ,14.0,Appartement,65.0,a,Henegouwen
tr3972,False,200.5,141903560,4.0,0,8530,Office Kortrijk,20.0,Woning,339.0,d,West-Vlaanderen
tr3324,True,66.0,142830224,1.0,0,2861,Heylen Vastgoed - Heist-op-den-Berg,15.0,Serviceflat,93.0,b,Antwerpen
tr11955,False,100.0,141472429,0.0,0,3078,VASTGOED PATRICK ROWIES,26.0,Woning,372.0,d,Vlaams-Brabant
tr6217,False,131.0,142414891,3.0,0,4420,Agence Immobiliere Vanesse,33.0,Woning,278.0,d,Luik
tr18144,True,110.0,137890452,2.0,0,8400,Immo Sanders,12.0,Appartement,69.0,a,West-Vlaanderen
tr25520,False,127.0,133055695,3.0,0,9032,Top Vastgoed,28.0,Woning,663.0,f,Oost-Vlaanderen
tr24469,False,178.0,137881803,3.0,0,8510,BASTJON,13.0,Woning,151.0,b,West-Vlaanderen
tr13271,False,338.0,138785386,5.0,0,4990,SCHMIDTIMMO,17.0,Woning,351.0,e,Luik
tr24732,True,95.0,141378779,3.0,0,8670,Dewaele - Koksijde,19.0,Appartement,327.0,d,West-Vlaanderen
tr6778,False,190.0,141787027,3.0,0,8310,Caenen - Kantoor Oostkamp,24.0,Woning,147.0,b,West-Vlaanderen
tr27012,False,154.0,137821819,3.0,0,9100,Immo-Service Sint-Niklaas,16.0,Woning,361.0,d,Oost-Vlaanderen
tr9648,False,167.0,142120187,3.0,1,8720,Vlaemynck Tielt,10.0,Woning,0.0,a,West-Vlaanderen
tr25584,False,140.0,140827740,3.0,0,3850,SOM Vastgoed Hasselt,49.0,Hoekwoning,36.0,a,Limburg
tr22506,False,252.0,139993355,3.0,0,9320,Kurtimmo,25.0,Woning,71.0,a,Oost-Vlaanderen
tr18699,False,142.0,139710329,2.0,0,3670,JeTi Immo,17.0,Eengezinswoning,488.0,e,Limburg
tr22758,False,318.0,138403586,5.0,0,5522,Agence immobilière Color,10.0,Unknown,67.0,a,Namen
tr16387,False,157.0,143075344,4.0,0,8610,Vastgoed Debeuckelaere,23.0,Woning,297.0,c,West-Vlaanderen
tr16120,True,71.0,138785081,2.0,1,8620,ERA Servimo (Nieuwpoort),18.0,Gelijkvloers app.,65.0,a,West-Vlaanderen
tr16853,False,240.0,135245068,7.0,0,9041,Immo-Home,30.0,Villa,701.0,f,Oost-Vlaanderen
tr17478,False,332.0,139140059,7.0,0,9700,VDS vastgoed,9.0,Woning,400.0,d,Oost-Vlaanderen
tr23664,False,127.0,141019392,2.0,0,2845,Mondo vastgoed,14.0,Woning,501.0,f,Antwerpen
tr7277,True,99.0,129705989,2.0,1,1500,Living Stone Dilbeek,10.0,Appartement,65.0,a,Vlaams-Brabant
tr7623,False,289.0,139386731,4.0,0,2300,Hillewaere Turnhout,26.0,Villa,182.0,b,Antwerpen
tr18937,False,153.0,138269693,3.0,1,8820,C-Nest Groep,4.0,Woning,65.0,a,West-Vlaanderen
tr8822,False,242.0,142477266,3.0,0,3620,EURINVESCO,26.0,Woning,113.0,b,Limburg
tr12684,True,100.0,135228813,0.0,0,3000,Immo Anthonis,13.0,Studio,155.0,b,Vlaams-Brabant
tr8541,True,120.0,136500491,3.0,0,2600,Geyskens Vastgoed,12.0,Duplex,325.0,d,Antwerpen
tr11210,False,130.0,143179247,2.0,0,8000,Willem Cauwels Real Estate,20.0,Woning,730.0,f,West-Vlaanderen
tr16874,False,85.0,140993210,3.0,1,8670,Vlaemynck Westkust,8.0,Woning,0.0,a,West-Vlaanderen
tr3247,False,200.0,143080119,6.0,0,3800,Katrien Wouters – Creating Immotions,26.0,Woning,268.0,c,Limburg
tr14329,True,17.0,134200103,1.0,0,1050,Latour & Petit Bxl Vente,10.0,Studio met slaaphoek,114.0,c,Hoofdstedelijk Gewest Brussel
tr25484,True,80.0,131187524,2.0,0,2018,Bolt Immo Antwerpen,14.0,Appartement,204.0,c,Antwerpen
tr16841,False,240.0,141434339,3.0,0,3560,ERA Nobis (Herk-de-Stad),20.0,Woning,292.0,c,Limburg
tr21149,False,253.0,141857948,5.0,0,2140,Veerle BOERE,1.0,Woning,221.0,c,Antwerpen
tr7705,True,65.0,139073417,1.0,0,8700,Immo Bauwens,6.0,Appartement,337.0,d,West-Vlaanderen
tr10181,True,72.87,139736885,1.0,0,3990,Jansen Real Estate,18.0,Appartement,166.0,d,Limburg
tr15195,False,96.0,139623832,2.0,0,9500,Vastgoed Svena,10.0,Woning,1051.0,f,Oost-Vlaanderen
tr23932,False,230.0,138760044,5.0,0,3590,Accuraat Immo,26.0,Woning,587.0,f,Limburg
tr10658,False,174.0,135833709,4.0,0,8980,Hectaar NV,17.0,Woning,0.0,a,West-Vlaanderen
tr20212,False,134.0,138314576,3.0,0,7750,Vastgoed Karoline,20.0,Woning,209.0,c,Henegouwen
tr10472,False,116.0,142580353,2.0,0,2910,Heylen Vastgoed - Kalmthout,16.0,Eengezinswoning,738.0,f,Antwerpen
tr5998,True,19.0,137834456,1.0,0,3000,BVM Vastgoed,12.0,Studio met slaaphoek,165.0,b,Vlaams-Brabant
tr13103,False,151.0,136970350,3.0,0,6181,STRAZZERI'MMO,26.0,Woning,535.0,g,Henegouwen
tr22985,True,65.0,135471208,1.0,0,8400,Immo Momento,15.0,Appartement,189.0,b,West-Vlaanderen
tr9341,False,197.0,139048195,4.0,0,3890,De Woonmakers,33.0,Woning,193.0,b,Limburg
tr1081,False,232.0,139107235,2.0,0,2930,EST8 Vastgoed,17.0,Gemengd gebruik,551.0,f,Antwerpen
tr24092,False,90.0,127293460,3.0,0,3870,Unknown,6.0,Eengezinswoning,356.0,d,Limburg
tr18653,False,200.0,138782339,5.0,1,9990,Flanders Properties Immobiliën,24.0,Woning,27.0,a,Oost-Vlaanderen
tr15396,False,178.0,139246768,3.0,0,8434,Broker,14.0,Woning,444.0,e,West-Vlaanderen
tr22988,False,210.0,134121971,2.0,0,3290,De Woonmakers,18.0,Gemengd gebruik,317.0,d,Vlaams-Brabant
tr3217,True,143.0,142131269,3.0,1,3053,Immo à la Carte - Kris Belemans,7.0,Penthouse,65.0,a,Vlaams-Brabant
tr9650,False,108.0,143001651,3.0,0,9111,Immo Jet,16.0,Woning,376.0,d,Oost-Vlaanderen
tr10629,False,200.0,141242665,4.0,0,8500,Leonards Immobiliën,12.0,Woning,233.0,c,West-Vlaanderen
tr11406,False,210.0,136610318,3.0,0,2610,Heylen Vastgoed - Antwerpen 't Zand,14.0,Bel-étage,148.0,b,Antwerpen
tr12874,False,165.0,141886597,3.0,0,8300,Sharp&Wolf,5.0,Woning,159.0,b,West-Vlaanderen
tr12443,False,70.0,138958644,2.0,0,2490,Hillewaere Mol,20.0,Vakantiewoning,836.0,f,Antwerpen
tr2156,True,98.0,129111015,3.0,0,6830,EURO ARDENNES IMMO,15.0,Appartement,423.0,e,Luxemburg
tr19477,True,99.3,142580921,3.0,1,2200,Heylen Vastgoed - Herentals,19.0,Appartement,39.0,a,Antwerpen
tr11581,True,65.0,143005647,1.0,0,2930,Heylen Vastgoed - Brasschaat,17.0,Serviceflat,93.0,b,Antwerpen
tr25876,False,150.0,141205771,3.0,0,3130,HOMIXX,28.0,Gemengd gebruik,317.0,d,Vlaams-Brabant
tr3500,False,154.0,142743196,3.0,1,9870,Mario De Vriese,1.0,Woning,65.0,a,Oost-Vlaanderen
tr26506,False,143.0,142154528,5.0,0,9040,ERA Thuis,24.0,Woning,188.0,b,Oost-Vlaanderen
tr25412,False,211.0,136106791,4.0,0,9310,Verrassend Vastgoed,36.0,Villa,921.0,f,Oost-Vlaanderen
tr21471,True,107.0,141451841,2.0,0,9800,Immo-Home,21.0,Penthouse,337.0,d,Oost-Vlaanderen
tr26558,False,400.0,134530502,6.0,0,5550,Ebimmo,26.0,Woning,272.0,d,Namen
tr11669,True,122.39,92483524,2.0,1,6690,Immo Peter,13.0,Appartement,65.0,a,Luxemburg
tr10717,False,164.0,133901975,3.0,0,3700,Leroi Immobiliën,24.0,Woning,485.0,e,Limburg
tr26254,True,67.0,134404788,2.0,0,8600,Broker Oostduinkerke,9.0,Appartement,220.0,c,West-Vlaanderen
tr2387,True,149.0,138589999,3.0,0,8430,Dewaele - Middelkerke,27.0,Appartement,214.0,c,West-Vlaanderen
tr10159,False,353.0,2866188,8.0,0,6812,Immohali,26.0,Villa,240.0,c,Luxemburg
tr25322,False,147.0,136801550,3.0,0,9100,Bolt Immo Antwerpen,22.0,Woning,787.0,f,Oost-Vlaanderen
tr26822,True,80.19,89972170,2.0,1,2500,O3 SHIFT,15.0,Appartement,65.0,a,Antwerpen
tr8380,False,143.0,122528014,4.0,0,9990,Bricx Vastgoed Brugge,23.0,Woning,929.0,f,Oost-Vlaanderen
tr3541,False,201.0,135327469,2.0,0,1170,Immo Bolle,38.0,Eengezinswoning,412.0,g,Hoofdstedelijk Gewest Brussel
tr4434,False,225.0,136681768,4.0,0,3080,Immo Janauschek,19.0,Woning,252.0,c,Vlaams-Brabant
tr607,False,188.0,137632981,4.0,0,8420,PANORAMA Brugge,16.0,Woning,316.0,d,West-Vlaanderen
tr4163,True,98.0,127464659,2.0,0,7100,Century 21 - IKOS,6.0,Appartement,266.0,d,Henegouwen
tr7736,True,65.0,143108968,2.0,0,2620,Vastgoed de Zwaantjes,12.0,Appartement,263.0,c,Antwerpen
tr9209,True,235.0,75596356,2.0,0,3500,Vestio,22.0,Dakappartement,161.0,b,Limburg
tr12345,False,320.0,136526399,6.0,0,8900,Home hunters,18.0,Woning,354.0,d,West-Vlaanderen
tr16118,False,176.0,142463518,3.0,0,9000,Oranjeberg,42.0,Woning,159.0,b,Oost-Vlaanderen
tr879,True,64.0,128328816,1.0,0,3500,Jansen Real Estate,13.0,Serviceflat,38.0,a,Limburg
tr12925,False,127.0,116418159,3.0,0,1310,Génération Immo ,17.0,Eengezinswoning,252.0,c,Waals-Brabant
tr17035,True,71.0,142475788,2.0,0,9032,Vastgoed De Vos,10.0,Appartement,139.0,b,Oost-Vlaanderen
tr23905,True,75.0,135315797,2.0,0,3600,Consimmo Vastgoed,24.0,Appartement,480.0,e,Limburg
tr2475,True,152.0,133390934,2.0,0,9000,IRRES - passie voor vastgoed en mensen,31.0,Penthouse,234.0,c,Oost-Vlaanderen
tr17424,False,204.0,141942308,3.0,0,8210,Panders Vastgoed,19.0,Woning,578.0,f,West-Vlaanderen
tr25088,False,154.0,88057409,3.0,0,2230,BVBA Vastgoed De Cat,23.0,Eengezinswoning,947.0,f,Antwerpen
tr18985,True,91.0,129675169,1.0,0,9051,Landbergh ,22.0,Appartement,145.0,b,Oost-Vlaanderen
tr12734,True,101.5,138785496,2.0,1,1745,Optima bvba,5.0,Appartement,65.0,a,Vlaams-Brabant
tr3736,True,100.0,133344806,1.0,0,6200,CLUB IMMOBILIER,5.0,Appartement,357.0,e,Henegouwen
tr20167,False,172.07,133068143,3.0,0,1840,NB-Projects,5.0,Woning,339.0,d,Vlaams-Brabant
tr22909,False,180.0,138504056,3.0,0,3080,A Property & Pelsmaekers,12.0,Woning,339.0,d,Vlaams-Brabant
tr20895,True,58.0,141904266,1.0,1,8790,Office Waregem,42.0,Studio met slaaphoek,65.0,a,West-Vlaanderen
tr26978,False,190.0,134780872,3.0,1,3545,Das Invest,6.0,Woning,65.0,a,Limburg
tr19820,False,184.0,137402913,3.0,0,6540,Team Construct,4.0,Woning,339.0,d,Henegouwen
tr23460,False,115.0,142142833,3.0,0,7700,Immo Léco,11.0,Woning,138.0,b,Henegouwen
tr1369,True,69.0,141810444,1.0,1,1082,HOMIXX,7.0,Appartement,65.0,a,Hoofdstedelijk Gewest Brussel
tr20478,False,326.0,135904638,5.0,0,8780,ERA Lafaut (Tielt),30.0,Villa,453.0,e,West-Vlaanderen
tr578,False,200.0,117885086,4.0,1,1400,Immo Dussart Nivelles,6.0,Woning,47.0,a,Waals-Brabant
tr3214,True,94.0,137805534,3.0,0,8300,ERA Servimo (Knokke),12.0,Appartement,129.0,b,West-Vlaanderen
tr1027,True,147.0,138788090,3.0,1,8620,Groep Schollier,11.0,Duplex,65.0,a,West-Vlaanderen
tr9838,True,97.0,140083169,2.0,0,1020,TRIOR Jette,11.0,Appartement,229.0,e,Hoofdstedelijk Gewest Brussel
tr22014,True,25.0,136582277,0.0,0,8370,Caenen - Kantoor Blankenberge,14.0,Appartement,346.0,d,West-Vlaanderen
tr4456,False,183.56,130033131,3.0,1,3960,4 Rebus 4 Rebus,25.0,Woning,25.0,a,Limburg
tr24162,False,173.0,123834203,4.0,0,2430,IMMO S|P - GEEL,13.0,Eengezinswoning,336.0,d,Antwerpen
tr9123,False,154.0,137892376,3.0,0,8470,Baken,26.0,Woning,482.0,e,West-Vlaanderen
tr15782,False,167.0,140342536,3.0,0,7130,L'ETUDE DES PROPRIETAIRES,15.0,Gemengd gebruik,255.0,c,Henegouwen
tr19178,True,15.0,142149309,1.0,0,8500,NESTR VASTGOED,30.0,Appartement,102.0,b,West-Vlaanderen
tr7094,False,110.0,141466984,2.0,0,8800,Sofimo Roeselare,18.0,Woning,315.0,d,West-Vlaanderen
tr2071,False,278.0,129253850,4.0,0,3800,De Woonmakers,44.0,Woning,485.0,e,Limburg
tr16847,True,59.96,136175450,1.0,0,3700,Canius Real Estate,11.0,Appartement,125.0,b,Limburg
tr16364,False,252.0,138782141,4.0,0,1830,Agence Wellington,30.0,Uitzonderlijke woning,176.0,b,Vlaams-Brabant
tr917,True,68.0,136751810,2.0,0,2845,oximo,15.0,Appartement,263.0,c,Antwerpen
tr9534,True,75.0,141338324,1.0,0,2223,Boonstra Vastgoed,16.0,Appartement,110.0,b,Antwerpen
tr5077,True,164.0,142598447,2.0,0,2170,Heylen Vastgoed - Deurne,18.0,Duplex,546.0,f,Antwerpen
tr1863,True,170.0,125477243,3.0,0,7110,We Invest Centre Hainaut,24.0,Appartement,174.0,c,Henegouwen
tr512,False,157.0,138946994,3.0,0,8800,Bricx Vastgoed Roeselare,15.0,Woning,282.0,c,West-Vlaanderen
tr17670,False,140.0,135138370,2.0,0,7120,IMMOBILIERE SALDI S.R.L.,29.0,Woning,310.0,d,Henegouwen
tr12319,True,88.0,138339787,3.0,0,2660,Heylen Vastgoed - Antwerpen 't Zand,12.0,Appartement,170.0,b,Antwerpen
tr21146,True,103.0,142855991,2.0,0,1190,Dewaele - Brussels Tour & Taxis,12.0,Appartement,235.0,e,Hoofdstedelijk Gewest Brussel
tr24970,False,273.0,137750538,5.0,0,3530,IMMOFUSION HEUSDEN-ZOLDER,40.0,Woning,755.0,f,Limburg
tr7112,True,65.0,115900267,1.0,0,3620,Christoffels,9.0,Serviceflat,93.0,b,Limburg
tr5263,False,182.0,140935613,3.0,0,8301,Colpin Heist,5.0,Koppelvilla,455.0,e,West-Vlaanderen
tr11901,True,46.2,137833708,0.0,1,1160,Latour & Petit Bxl Vente,11.0,Studio met slaaphoek,65.0,a,Hoofdstedelijk Gewest Brussel
tr2822,False,148.0,139030620,3.0,1,7910,Immo Roman - Kantoor Ronse,20.0,Woning,81.0,a,Henegouwen
tr12009,False,140.0,133431944,2.0,0,7390,Logissim,13.0,Eengezinswoning,396.0,e,Henegouwen
tr20666,False,253.0,125824684,5.0,0,4030,Group Skyimmo,32.0,Gemengd gebruik,192.0,c,Luik
tr12408,False,192.0,140929173,4.0,1,9052,Landbergh ,19.0,Woning,65.0,a,Oost-Vlaanderen
tr12617,False,171.0,141343963,3.0,0,8972,Dewaele - Poperinge,34.0,Woning,156.0,b,West-Vlaanderen
tr22886,False,154.0,114402394,3.0,0,9060,Strak immo,14.0,Hoekwoning,244.0,c,Oost-Vlaanderen
